hexagram_id,line,line_name,line_role,line_name_kawaii,chiikawa_line_emotion,soranoeki_line_emotion,chiikawa_line,hachiware_line,usagi_line
1,0,卦,gua,ぐわっ，うごきはじめる…,空へ伸びていく感覚，なんか始まってる…！,いい流れだね！,ヤハー！
1,1,初九，first_yang,ぴょん，でてきた…！,立ち上がる力，出てきた…！,いいスタート！,ピョン
4,0,卦，gua,ふにゃっ，わからない…,幼い霧のような感情，わからない…,大丈夫だよ，ン？
4,1,初六，first_yin,ふわっ，ちょっと気になる…,かすかなときめき，ちょっと気になる…,いいね，ピョ
4,2,九二，second_yang,きゅっ，知りたい…,知りたい幼さ，知りたい…,聞いてみよ，ジー
4,3,六三，third_yin,こまっ，わかんない…,迷いの濃い霧，わかんない…,一緒に考えよう，ンー
4,4,六四，fourth_yin,すんっ，教えてほしい…,学びたい切実さ，教えてほしい…,いい姿勢だね，トン
4,5,六五，fifth_yin,ぴんっ，知れた…！,わかりたい純粋さ，知れた…！,よかった！,ヤハ
4,6,上九，top_yang,すっ，もうすぐ…,霧が晴れる直前，もうすぐ…,あと少し！,スッ
5,0,卦，gua,まちっ，まだかな…,待ちながら育つ期待，まだかな…,楽しみだね，ズズ
5,1,初九，first_yang,じっ，来ない…,待ちの気配，来ない…,待とう，ジー
5,2,九二，second_yang,そわっ，ちょっと期待…,静かに育つ期待，ちょっと期待…,いいね，スー
5,3,九三，third_yang,あわっ，まだ…？,待つことの緊張，まだ！？,焦らないで，タタ
5,4,六四，fourth_yin,しんっ，待つ…,来るのを見守る心，待つ…,いい時間だよ，ゴロ
5,5,九五，fifth_yang,きたっ，来たッ！！,待ちきった充実，来たッ！！,よかった！,ヤハ
5,6,上六，top_yin,ずーっ，長いね…,まだ来ないもどかしさ，来ない…,長いね…,ンー
6,0,卦，gua,ぴりっ，ぴりぴりする…,静かに揺れる緊張，なんかピリピリする…,落ち着こうね，ン…
6,1,初六，first_yin,もにょっ，ちょっと変…,言えない違和感，ちょっと変…,無理に言わなくていいよ，ジー
6,2,九二，second_yang,むっ，うーん…,静かな対立心，うーん…,意見あるね，ンー
6,3,六三，third_yin,ぶつっ，言い合いに…！,ぶつかる思い，言い合いに…！,落ち着いて！,ドン
6,4,九四，fourth_yang,すたっ，離れたい…,距離を取りたくなる，離れたい…,少し距離とろう，スッ
6,5,九五，fifth_yang,きりっ，ちゃんと言う…,静かな主張，ちゃんと言う…,大事だよ，トン
6,6,上六，top_yin,しーん，気まずい…,こじれた余韻，気まずい…,長引いたね…,シーン
7,0,卦，gua,どどっ，行かなきゃ…,耐えながら進む結束，行かなきゃ…,一緒に行こう，ウラ
7,1,初六，first_yin,ぴょん，こわいけど…,動き出す覚悟，こわいけど…,大丈夫だよ，ピョン
7,2,六二，second_yin,わいっ，みんなで…,集まって支える心，みんなで…,いいね，ワイ
7,3,六三，third_yin,ぐっ，つらい…,耐えながら進む，つらい…,耐えよう，ンー
7,4,六四，fourth_yin,どんっ，任された…,統率の重み，任された…,頼りにしてるよ，ドン
7,5,九五，fifth_yang,ぴたっ，まとまってる…,まとまる力，まとまってる…,いいチームだね，ヤハ
7,6,上六，top_yin,へとっ，疲れた…,疲れの残り，疲れた…,休もう…,ゴロ
8,0,卦，gua,ぺたっ，一緒だ…,寄り添ってほどける安心，一緒だ…,安心するね，ゴロ
8,1,初六，first_yin,すりっ，そばにいる…,寄り添うやさしさ，そばにいる…,いいね，トン
8,2,六二，second_yin,なじっ，なれてきた…,なじんでいく安心，なれてきた…,よかった，スー
8,3,六三，third_yin,もたっ，頼りすぎ…？,少し重なる依存，頼りすぎ…？,バランス大事，ンー
8,4,六四，fourth_yin,ぽかっ，あったかい…,つながるぬくもり，あったかい…,いい関係だね，ヤハ
8,5,九五，fifth_yang,ごろごろ，すごく近い…,深まる親密さ，すごく近い…,信頼だね，ゴロゴロ
8,6,上六，top_yin,はなっ，ちょっと重い…,近づきすぎた余韻，ちょっと重い…,少し離れよ，スッ
9,0,卦，gua,たまっ，まだかな…,力をためる静かな焦り，まだかな…,準備中だね，ジー
9,1,初九，first_yang,じっ，ためてる…,ためこむ静けさ，ためてる…,いいよ，スー
9,2,九二，second_yang,もこっ，増えてる…,少しずつ広がる力，増えてる…,順調，ヤハ
9,3,九三，third_yang,むずっ，出したい…！,抑えきれない焦り，出したい…！,まだ我慢，ンーッ
9,4,六四，fourth_yin,きゅっ，整える…,止めて整える心，整える…,大事だね，トン
9,5,六五，fifth_yin,ふくっ，いい感じ…,蓄えの充実，いい感じ…,準備 OK, ウラ
9,6,上九，top_yang,どさっ，重い…,ためすぎる重さ，重い…,出そうか…,ドサ
10,0,卦，gua,ひやっ，こわい…,慎重に踏み出す張りつめ，こわい…,慎重にね，ジー
10,1,初九，first_yang,そろっ，そーっと…,慎重な一歩，そーっと…,いいよ，ピョン
10,2,九二，second_yang,きゅっ，気をつける…,張りつめた注意，気をつける…,その調子，ン
10,3,六三，third_yin,ひやり，危ない…,足元の不安，危ない…,気をつけて！,ヒヤ
10,4,九四，fourth_yang,きりっ，集中…,気を引き締める，集中…,いいね，トン
10,5,九五，fifth_yang,すんっ，安定…,静かな均衡，安定…,保ってるね，スー
10,6,上九，top_yang,ずるっ，あっ…,踏み外しの気配，あっ…,注意！,ズル
11,0,卦，gua,ぽかっ，よかった…,ひらけて通う安堵，よかった…,安心だね，ゴロ
11,1,初九，first_yang,ひらっ，通った…,ひらける安堵，通った…,いいね，スッ
11,2,九二，second_yang,すいっ，広がる…,広がる安心，広がる…,順調，ヤハ
11,3,九三，third_yang,つうっ，通じた…,通い合う心，通じた…,いい関係，トン
11,4,六四，fourth_yin,すーっ，整った…,流れが整う，整った…,いい流れ，スー
11,5,六五，fifth_yin,ごろごろ，最高だね…,満ちる安定，安定…,最高だね，ゴロゴロ
11,6,上六，top_yin,ゆるっ，ちょっと緩い…,ゆるみの前触れ，ちょっと緩い…,気をつけよう，ン
12,0,卦，gua,しんっ，苦しい…,閉ざされて息をひそめる感じ，苦しい…,耐えよう，ン…
12,1,初六，first_yin,ぎゅっ，詰まる…,閉じる息づかい，詰まる…,無理しないで，ジー
12,2,六二，second_yin,どんっ，重い…,重く積もる不通，重い…,停滞だね，ドン
12,3,六三，third_yin,くるっ，つらい…,詰まりの苦しさ，つらい…,続いてるね…,ンー
12,4,九四，fourth_yang,とまっ，動けない…,動けない停滞，動けない…,待とう，スー
12,5,九五，fifth_yang,きつっ，きびしい…,閉塞の深まり，きびしい…,耐えどき，ジッ
12,6,上九，top_yang,すきっ，変わるかも…,抜けはじめの兆し，あれ…？,変わるかも，スッ
13,0,卦，gua,わいっ，一緒にやる…！,熱を分け合う共鳴，一緒にやる…！,いいね！,ヤハ
13,1,初九，first_yang,ぴょこっ，つながりたい…,つながりたい気持ち，つながりたい…,話しかけてみよ，トン
13,2,六二，second_yin,にこっ，うれしい…,熱を分け合う喜び，うれしい…,共有できたね，スー
13,3,九三，third_yang,ばらっ，バラバラ…,まとまりを探す心，バラバラ…,まとめよう，ンー
13,4,九四，fourth_yang,うごっ，動いた…,協力の切り替わり，動いた…,いい連携！,ウラ
13,5,九五，fifth_yang,ひびっ，最高だね…,響き合う高まり，すごい…,最高だね，ヤハ
13,6,上九，top_yang,ひろっ，広がりすぎ…,広がりすぎた余韻，広がりすぎ…,収めよう，スッ
14,0,卦，gua,ぎらっ，すごい量…！,満ちてあふれる高揚，すごい量…！,豊かだね！,ヤハ
14,1,初九，first_yang,ぴかっ，出てきた…,芽吹く高揚，出てきた…,いいね，ピョン
14,2,九二，second_yang,もこっ，増えてる…,あふれ始める喜び，増えてる…,順調，スー
14,3,九三，third_yang,まぶっ，まぶしい…,まぶしさの圧，まぶしい…,強いね…,ンー
14,4,九四，fourth_yang,のびっ，いい感じ…,充実へ向かう勢い，いい感じ…,伸びてる，トン
14,5,六五，fifth_yin,きらきら，いっぱい…！,満ちきる輝き，いっぱい…！,最高！,ウラ
14,6, 上九，top_yang, あまりっ，余ってる…,余りの残光，余ってる…,分けよう，ヤハ
15,0,卦，gua, しずっ，静か…, ひかえめに澄む落ち着き，静か…, いいね，スー
15,1, 初六，first_yin, こそっ，遠慮する…, 控えめな気持ち，遠慮する…, 優しいね，トン
15,2, 六二，second_yin, すこっ，受け入れる…, 落ち着いた受容，受け入れる…, いい状態，ゴロ
15,3, 九三，third_yang, むむっ，考える…, 静かな内省，考える…, 大事だね，ン
15,4, 六四，fourth_yin, そっ，支えてる…, 目立たぬ強さ，支えてる…, すごいよ，トン
15,5, 六五，fifth_yin, へりっ，控えてる…, 深いへりくだり，控えてる…, 立派だね，スー
15,6, 上六，top_yin, ひかえっ，やりすぎ…, 控えめの行きすぎ，やりすぎ…, 出てもいいよ，ンー
16,0, 卦，gua, わくっ，ワクワク…, 胸が高鳴る予感，ワクワク…, 楽しみだね！, ヤハ
16,1, 初六，first_yin, きゅん，来るかも…, 胸が鳴る前ぶれ，来るかも…, いいね，トン
16,2, 六二，second_yin, ぽんっ，楽しい…, わくわくの広がり，楽しい…, 広がってる，ピョン
16,3, 六三，third_yin, ふわっ，テンション高い…, 浮き立つ熱，テンション高い…, 落ち着いて，ウラ
16,4, 九四，fourth_yang, のりっ，整える…, 高まりの整え，整える…, いい判断，スー
16,5, 六五，fifth_yin, ぱあっ，きたッ！, 期待の頂点，きたッ！, 最高！, ヤハ
16,6, 上六，top_yin, はしゃっ，疲れた…, はしゃぎすぎのあと，疲れた…, 休もう，ゴロ
17,0,卦，gua,ながっ，流れてる…,流れに乗る軽やかさ，流れてる…,いい流れ，スー
17,1,初九，first_yang,ぴたっ，乗れた…,流れに触れる安心，乗れた…,いいね，ピョン
17,2,六二，second_yin,すいすい，楽…,自然に乗る軽さ，楽…,自然だね，ヤハ
17,3,六三，third_yin,ゆらっ，ちょっと不安…,揺れながら従う，ちょっと不安…,大丈夫，ンー
17,4,九四，fourth_yang,あわせっ，合わせる…,合わせていく柔らかさ，合わせる…,いいよ，トン
17,5,九五，fifth_yang,ぴったり，よかった！,まとまりの喜び，まとまった…,よかった！,ウラ
17,6,上六，top_yin,さらっ，流された…,流されきる余韻，流された…,戻ろう，スッ
18,0,卦，gua,ざらっ，変だ…,よどみを見つめる痛み，変だ…,直したい，ン
18,1,初六，first_yin,なおっ，違和感…,よどみを感じる痛み，違和感…,気づいたね，ジー
18,2,九二，second_yang,もやっ，なんか変…,こもった違和感，なんか変…,確認しよ，ンー
18,3,九三，third_yang,ぐさっ，ダメかも…,腐れを見つめる苦さ，ダメかも…,直そう，ドン
18,4,六四，fourth_yin,てなおし，やる…,整え直す決意，やる…,いいね，トン
18,5,六五，fifth_yin,ぴかっ，よくなった…,浄化へ向かう力，よくなった…,いい感じ，スー
18,6,上九，top_yang,のこりっ，まだ残る…,残り香の不快感，まだ残る…,あと少し，ン
19,0,卦，gua,ちかっ，来てる…,近づく温かい追い風，来てる…,いい流れだね，スー
19,1,初九，first_yang,ぴょん，近い…,近づく温もり，近い…,いいね，トン
19,2,九二，second_yang,ぽかっ，楽…,やさしい追い風，楽…,進めるよ，ピョン
19,3,六三，third_yin,わくっ，ワクワク…,高まる期待，ワクワク…,いい感じ，ヤハ
19,4,六四，fourth_yin,てのばし，受け入れる…,迎え入れる心，受け入れる…,やさしいね，ゴロ
19,5,九五，fifth_yang,ぽかぽか，安心…,満ちてくる安心，安心…,安定してる，スー
19,6,上六，top_yin,ぬけっ，油断した…,近づきすぎた油断，油断した…,気をつけて，ン
20,0,卦，gua,みわっ，静か…,遠くまで見渡す静けさ，静か…,よく見えるね，ジー
20,1,初六，first_yin,じっ，見てる…,見つめる静けさ，見てる…,観察だね，トン
20,2,六二，second_yin,ひろっ，広い…,広がる視野，広い…,いいね，スー
20,3,六三，third_yin,すっ，離れる…,距離を置く冷静さ，離れる…,冷静だね，ン
20,4,六四，fourth_yin,きりっ，集中…,見極める集中，集中…,いい判断，ジッ
20,5,九五，fifth_yang,ぴんっ，わかった…,静かな洞察，わかった…,深いね，ヤハ
20,6,上九，top_yang,とおっ，離れた…,遠ざかる気配，離れた…,戻る？,スッ
21,0,卦，gua,がぶっ，切りたい…！,断ち切りたい切迫感，切りたい…！,決断だね，ドン
21,1,初九，first_yang,かちっ，いく…！,切り込みたい衝動，いく…！,いいよ，ピョン
21,2,六二，second_yin,くるっ，やる…,断ち切る意志，やる…,その調子，トン
21,3,六三，third_yin,むぐっ，強い…,ぶつかる圧，強い…,負えないで，ンー
21,4,九四，fourth_yang,ぴたっ，止めた…,食い止める強さ，止めた…,すごい，ウラ
21,5,六五，fifth_yin,きっぱっ，決めた…,貫く決断，決めた…,いいね，ヤハ
21,6,上九，top_yang,かみっ，やりすぎ…,噛みつきの余波，やりすぎ…,抑えよう，ガブ
22,0,卦，gua,きらっ，きれい…,彩られて輝く気分，きれい…,いいね，キラ
22,1,初九，first_yang,うすっ，ちょっと変えた…,彩りの芽生え，ちょっと変えた…,いい感じ，ピョン
22,2,六二，second_yin,ぴかっ，整った…,美しく整う気分，整った…,すてき，スー
22,3,九三，third_yang,もりっ，もっと…,飾りたい気持ち，もっと…！,やりすぎ注意，ンー
22,4,六四，fourth_yin,かざっ，工夫…,見せ方を変える，工夫…,いいね，トン
22,5,六五，fifth_yin,きれっ，できた！,輝きの完成，できた！,すごい！,ヤハ
22,6,上九，top_yang,うわっ，中身は…？,表面だけ残る，中身は…？,見直そう，スッ
23,0,卦，gua,ぽろっ，崩れる…,はがれ落ちる不安，崩れる…,危ない，ドサ
23,1,初六，first_yin,ぽとっ，落ちた…,はがれ落ちる不安，落ちた…,気をつけて，ヒヤ
23,2,六二，second_yin,ぼろっ，どんどん…,崩れの進み，どんどん…,止めたい，ンー
23,3,六三，third_yin,しゅん，つらい…,耐えがたい削れ，つらい…,耐えよう，グッ
23,4,六四，fourth_yin,たてっ，直す…,立て直しの決意，直す…,いいね，トン
23,5,六五，fifth_yin,のこっ，まだ大丈夫…,残る支え，まだ大丈夫…,支えてる，スー
23,6,上九，top_yang,がらっ，限界…,底が見える恐れ，限界…,離れよう，スッ
24,0,卦，gua,もどっ，戻る…,戻ってくる微かな希望，戻る…,よかった，スー
24,1,初九，first_yang,くるっ，来た…,戻ってくる希望，来た…,いいね，ピョン
24,2,六二，second_yin,ふわっ，よくなってる…,回復の兆し，よくなってる…,安心，ゴロ
24,3,六三，third_yin,ゆらっ，まだ不安…,揺れの残り，まだ不安…,もう少し，ン
24,4,六四，fourth_yin,うごっ，動く…,再び動き出す，動く…,いいよ，トン
24,5,六五，fifth_yin,ぴょん，元気…！,よみがえる力，元気…！,すごい！,ヤハ
24,6,上六，top_yin,ちょこっ，少し残る…,戻りきれない余韻，少し残る…,様子見よう，スッ
25,0,卦，gua,すんっ，そのまま…,飾らないまま動く自然さ，そのまま…,いいね，スー
25,1,初九，first_yang,ぴょん，動く…,自然に動く気持ち，動く…,いいよ，ピョン
25,2,六二，second_yin,すなっ，素直…,飾らない素直さ，素直…,大事だね，トン
25,3,六三，third_yin,ぴくっ，あれ…？,急な揺らぎ，あれ…？,注意，ン
25,4,九四，fourth_yang,まっすぐ，変えた…,まっすぐな転換，変えた…,いい判断，スッ
25,5,九五，fifth_yang,ぴかっ，いい感じ…,自然体の充実，いい感じ…,最高，ヤハ
25,6,上九，top_yang,はみっ，やりすぎ…,はみ出す衝動，やりすぎ…,戻ろう，ドン
26,0,卦，gua,たまっ，ためてる…,内にためこむ強さ，ためてる…,力になるよ，ンー
26,1,初九，first_yang,じーっ，じっと…,たくわえる静けさ，じっと…,いいね，ジー
26,2,九二，second_yang,もりっ，増えてる…,内にためる力，増えてる…,順調，スー
26,3,九三，third_yang,ぐぬっ，苦しい…,抑えの圧，苦しい…,無理しないで，ンーッ
26,4,六四，fourth_yin,きゅっ，整える…,備えを整える，整える…,大事だね，トン
26,5,六五，fifth_yin,どんっ，十分…,満ちる蓄え，十分…,いい状態，ヤハ
26,6,上九，top_yang,こみっ，重い…,ため込みの重さ，重い…,出そう，ドサ
27,0,卦，gua,もぐっ，ほしい…,養われたい素直な欲求，ほしい…,いいよ，ズズ
27,1,初九，first_yang,ぱくっ，足りない…,満たされたい欲求，足りない…,補おう，トン
27,2,六二，second_yin,ふくっ，満たされる…,養われる安心，満たされる…,よかった，ゴロ
27,3,六三，third_yin,かたっ，かたよる…,偏りやすい欲，かたよる…,バランス，ンー
27,4,六四，fourth_yin,とんっ，調整…,整える補給，調整…,いいね，スー
27,5,六五，fifth_yin,もりもり，元気…,満ちる滋養，元気…,いい状態，ヤハ
27,6,上九，top_yang,あまりっ，余る…,与えすぎた余白，余る…,控えよう，ポロ
28,0,卦，gua,ぐらっ，重い…,支えきれない重圧，重い…,注意だね，ドン
28,1,初六，first_yin,ふわっ，不安…,支えを探す緊張，不安…,支えよう，トン
28,2,九二，second_yang,ぐっ，がんばる…,負荷に耐える心，がんばる…,いいよ，グッ
28,3,九三，third_yang,きしっ，揺れる…,たわむ不安，揺れる…,危ない，ンー
28,4,九四，fourth_yang,ささっ，直す…,支え直す力，直す…,いい判断，トン
28,5,九五，fifth_yang,どんっ，限界…,重圧の頂点，限界…,気をつけて，ドン
28,6,上六，top_yin,ぱきっ，もう無理…,折れそうな限界，もう無理…,離れよう，パキ
29,0,卦，gua,ぽとん，こわい…,深みに沈む緊張，こわい…,慎重にね，スー
29,1,初六，first_yin,すとっ，落ちる…,深みに入る怖さ，落ちる…,気をつけて，ヒヤ
29,2,九二，second_yang,しずっ，沈む…,沈み込む緊張，沈む…,耐えて，ン
29,3,六三，third_yin,くらっ，つらい…,逃げ場のない圧，つらい…,逃げ道探そう，ジー
29,4,六四，fourth_yin,ぬけっ，探す…,抜け道を探す心，探す…,いいね，スッ
29,5,九五，fifth_yang,ぐっ，耐える…,深く耐える強さ，耐える…,強いね，グッ
29,6,上六，top_yin,どぼっ，底…,沈みきる不安，底…,危ない，ドン
30,0,卦，gua,もえっ，燃えてる…,明るく燃える集中，燃えてる…,いいね！,ボワッ
30,1,初九，first_yang,ぽっ，ついた…,明るく灯る気持ち，ついた…,いいスタート，ピョン
30,2,六二，second_yin,ぱっ，広がる…,燃え広がる集中，広がる…,順調，スー
30,3,九三，third_yang,じゅっ，熱い…,強すぎる熱，熱い…,注意，ンー
30,4,九四，fourth_yang,みつっ，見直す…,照らし直す視線，見直す…,いいね，トン
30,5,六五，fifth_yin,きらっ，完成…！,輝きの完成，完成…！,すごい！,ヤハ
30,6,上九，top_yang,もえのこっ，消えそう…,燃え尽きの影，消えそう…,休もう，スッ
31,0,卦，gua,どきっ，ドキドキ…,心が触れ合うときめき，ドキドキ…,いいね，トクン
31,1,初六，first_yin,ちょん，触れた…,触れ合うときめき，触れた…,やさしいね，トン
31,2,六二，second_yin,ぽかっ，うれしい…,心がほどける喜び，うれしい…,いい感じ，スー
31,3,九三，third_yang,ゆらっ，揺れる…,揺れすぎる感応，揺れる…,落ち着いて，ンー
31,4,九四，fourth_yang,つうっ，通じた…,響き合うぬくもり，通じた…,いいね，ヤハ
31,5,九五，fifth_yang,ぐーっ，深いね…,深まる共鳴，すごく近い…,深いね，ゴロ
31,6,上六，top_yin,のこりっ，残る…,感じすぎた余韻，残る…,引こう，スッ
32,0,卦，gua,つづっ，続いてる…,続けることで育つ信頼，続いてる…,いいね，トコ
32,1,初六，first_yin,すたっ，続ける…,続けたい気持ち，続ける…,いいよ，トン
32,2,六二，second_yin,もりっ，育ってる…,少しずつ育つ信頼，育ってる…,順調，スー
32,3,六三，third_yin,へとっ，つらい…,続ける重み，つらい…,無理しないで，ンー
32,4,九四，fourth_yang,ぴたっ，整う…,安定へ向かう力，整う…,いいね，トン
32,5,六五，fifth_yin,いつもっ，安心…,続く安心，安心…,安定してる，ゴロ
32,6,上六，top_yin,かちっ，固い…,続きすぎる硬さ，固い…,緩めよう，カチ
33,0,卦，gua,ささっ，離れる…,静かに離れる解放，離れる…,いい判断，スッ
33,1,初六，first_yin,すっ，距離…,静かに離れる気配，距離…,いいね，トン
33,2,六二，second_yin,ひかえっ，引く…,身を引くやさしさ，引く…,やさしい，スー
33,3,九三，third_yang,とおっ，決めた…,距離を置く判断，決めた…,いいよ，ジッ
33,4,九四，fourth_yang,うしろっ，守る…,退いて守る心，守る…,大事だね，トン
33,5,九五，fifth_yang,しずかっ，いい形…,離れることで保つ安定，安定…,いい形，ゴロ
33,6,上九，top_yang,しゅん，消える…,消えゆく気配，消える…,静か…,スッ
34,0,卦，gua,どどっ，いく…！,あふれ出す勢い，いく…！,いいね！,ドン
34,1,初九，first_yang,どんっ，出た…,勢いが生まれる，出た…,いいスタート，ピョン
34,2,九二，second_yang,むくっ，いける…,膨らむ自信，いける…,その調子，スー
34,3,九三，third_yang,ぐいっ，進む…！,押し出す衝動，進む…！,注意して，ンー
34,4,六四，fourth_yin,ふきっ，加速…,前進の加速，加速…,いいね，トン
34,5,六五，fifth_yin,がつん，最高…！,最高潮の力，強い…！,最高！,ヤハ
34,6,上六，top_yin,とめっ，止めよう…,暴走の余波，やりすぎ…,止めよう，ドン
35,0,卦，gua,のぼっ，上がる…,前へのぼる希望，上がる…,いいね，スー
35,1,初六，first_yin,すたっ，動いた…,のぼりはじめる希望，動いた…,いいよ，ピョン
35,2,六二，second_yin,ぴかっ，明るい…,広がる明るさ，明るい…,順調，スー
35,3,六三，third_yang,もりっ，やる気…,上向く意欲，やる気…,いいね，トン
35,4,九四，fourth_yang,ぽんっ，認められた…,評価される喜び，認められた…,よかった，ヤハ
35,5,六五，fifth_yin,ぐんっ，進んだ…,進展の頂点，進んだ…,最高，ゴロ
35,6,上九，top_yang,かげっ，注意…,影が差す気配，あれ…？,注意，ン
36,0,卦，gua,しゅん，つらい…,光を隠して守る苦さ，つらい…,守ろう，ン
36,1,初九，first_yang,ひそっ，隠す…,光を隠す苦さ，隠す…,いいよ，スッ
36,2,六二，second_yin,かくっ，守る…,沈めて守る心，守る…,大事だね，トン
36,3,九三，third_yang,しのっ，耐える…,暗さに耐える，耐える…,強いね，グッ
36,4,六四，fourth_yin,さげっ，下がる…,内側へ退く，下がる…,いい判断，スー
36,5,六五，fifth_yin,こもっ，まだある…,秘めた明るさ，まだある…,いいね，ヤハ
36,6,上六，top_yin,くらっ，消えた…,見えなくなる余韻，消えた…,待とう，スッ
37,0,卦，gua,ぽかっ，あったかい…,身近なぬくもり，あったかい…,いいね，ゴロ
37,1,初九，first_yang,ただいま，近い…,身近なぬくもり，近い…,安心，トン
37,2,六二，second_yin,ふわっ，整う…,調和していく安心，整う…,いい感じ，スー
37,3,九三，third_yang,ゆれっ，不安…,家庭の揺れ，不安…,話そう，ン
37,4,六四，fourth_yin,きまっ，決まる…,役割が整う，決まる…,いいね，トン
37,5,九五，fifth_yang,まとっ，まとまる…,あたたかなまとまり，まとまる…,最高，ゴロ
37,6,上九，top_yang,こもっ，苦しい…,内輪に閉じる息苦しさ，苦しい…,外出よう，スッ
38,0,卦，gua,ずれっ，ズレてる…,かみ合わないすれ違い，ズレてる…,調整しよ，ン
38,1,初九，first_yang,ふっ，違う…,かみ合わない違和感，違う…,気づいたね，ジー
38,2,九二，second_yang,ちぐっ，直そう…,ずれを意識する，変だ…,直そう，トン
38,3,六三，third_yin,すれっ，つらい…,すれ違う痛み，つらい…,話そう，ンー
38,4,九四，fourth_yang,あわせっ，合わせる…,調整したい気持ち，合わせる…,いいね，スー
38,5,六五，fifth_yin,わかっ，わかった…,違いを抱えた理解，わかった…,深いね，ヤハ
38,6,上六，top_yin,ばらっ，そのまま…,離れたまま残る，そのまま…,仕方ない，スッ
39,0,卦，gua,すすっ，進めない…,進めないもどかしさ，進めない…,つらいね，ン
39,1,初六，first_yin,とまっ，止まる…,進めないもどかしさ，止まる…,焦らないで，トン
39,2,六二，second_yin,ひやっ，不安…,足が止まる不安，不安…,支えよう，スー
39,3,九三，third_yang,ぐぬっ，きつい…,険しさに押される，きつい…,無理しないで，ンー
39,4,六四，fourth_yin,たすっ，助けて…,助けを求める心，助けて…,いいよ，トン
39,5,九五，fifth_yang,ふんっ，強い…,耐え抜く強さ，耐える…,強いね，グッ
39,6,上六，top_yin,ぽつっ，ひとり…,孤立の余韻，ひとり…,戻ろう，スッ
40,0,卦，gua,ほっ，楽になった…,ほどけていく安堵，楽になった…,よかったね，スー
40,1,初六，first_yin,ゆるっ，ゆるむ…,ほどけはじめる安堵，ゆるむ…,いいね，トン
40,2,九二，second_yang,すいっ，軽い…,流れが軽くなる，軽い…,順調，スー
40,3,六三，third_yin,ほぐっ，ほぐれた…,緊張がゆるむ，ほぐれた…,いいね，ゴロ
40,4,九四，fourth_yang,ぱっ，解放…,解放へ向かう，解放…,いいよ，ピョン
40,5,六五，fifth_yin,ころっ，よかった！,ほどけきる回復，回復…,よかった！,ヤハ
40,6,上六，top_yin,だらっ，だらけた…,ゆるみすぎた後，だらけた…,戻そう，ン
41,0,卦，gua,けずっ，減らす…,削ぎ落として整う静けさ，減らす…,いい判断，スー
41,1,初九，first_yang,すっ，削る…,削ぎ落とす静けさ，削る…,いいね，トン
41,2,九二，second_yang,しゅっ，整う…,減らして整う，整う…,いい感じ，スー
41,3,六三，third_yin,たりっ，足りない…,足りなさの痛み，足りない…,つらいね，ンー
41,4,六四，fourth_yin,ひきっ，減らす…,引き算の決意，減らす…,大事だね，トン
41,5,六五，fifth_yin,すっきり，いい状態…,そぎ落とした安定，安定…,いい状態，ゴロ
